Freq.	2/V(o5)	2/V(o9)	2/V(o10)	2/V(o12)	2/V(o15)	2/V(o20)
1.25602996369473e+002	(6.63346168034440e+001dB,-1.79981806152148e+002°)	(6.55825090261972e+001dB,-1.79986132046193e+002°)	(6.52167690906840e+001dB,-1.79988930970400e+002°)	(6.56169515741545e+001dB,-1.79988453845334e+002°)	(6.57312994497955e+001dB,-1.79990720621102e+002°)	(6.59295842935481e+001dB,-1.79994516786225e+002°)
1.25892541179403e+002	(6.63346168034703e+001dB,-1.79981764211000e+002°)	(6.55825090270701e+001dB,-1.79986100077257e+002°)	(6.52167690918946e+001dB,-1.79988905453647e+002°)	(6.56169515735066e+001dB,-1.79988427228695e+002°)	(6.57312994475223e+001dB,-1.79990699229923e+002°)	(6.59295842954857e+001dB,-1.79994504146114e+002°)
1.26182753459053e+002	(6.63346167993920e+001dB,-1.79981722173164e+002°)	(6.55825090223046e+001dB,-1.79986068034636e+002°)	(6.52167690876999e+001dB,-1.79988879878074e+002°)	(6.56169515728558e+001dB,-1.79988400550705e+002°)	(6.57312994490728e+001dB,-1.79990677789432e+002°)	(6.59295842915598e+001dB,-1.79994491476860e+002°)
1.26473634747101e+002	(6.63346168034950e+001dB,-1.79981680038410e+002°)	(6.55825090250460e+001dB,-1.79986035918137e+002°)	(6.52167690871044e+001dB,-1.79988854243551e+002°)	(6.56169515703157e+001dB,-1.79988373811216e+002°)	(6.57312994467974e+001dB,-1.79990656299520e+002°)	(6.59295842895892e+001dB,-1.79994478778408e+002°)
1.26765186585770e+002	(6.63346167932549e+001dB,-1.79981637806557e+002°)	(6.55825090183931e+001dB,-1.79986003727606e+002°)	(6.52167690901076e+001dB,-1.79988828549925e+002°)	(6.56169515715436e+001dB,-1.79988347010080e+002°)	(6.57312994445212e+001dB,-1.79990634760063e+002°)	(6.59295842876177e+001dB,-1.79994466050678e+002°)
1.27057410520840e+002	(6.63346167952913e+001dB,-1.79981595477338e+002°)	(6.55825090230039e+001dB,-1.79985971462861e+002°)	(6.52167690823042e+001dB,-1.79988802797078e+002°)	(6.56169515708823e+001dB,-1.79988320147163e+002°)	(6.57312994498842e+001dB,-1.79990613170952e+002°)	(6.59295842856450e+001dB,-1.79994453293608e+002°)
1.27350308101652e+002	(6.63346167973182e+001dB,-1.79981553050519e+002°)	(6.55825090144638e+001dB,-1.79985939123756e+002°)	(6.52167690835005e+001dB,-1.79988776984858e+002°)	(6.56169515664484e+001dB,-1.79988293222325e+002°)	(6.57312994456954e+001dB,-1.79990591532080e+002°)	(6.59295842875813e+001dB,-1.79994440507129e+002°)
1.27643880881120e+002	(6.63346167911450e+001dB,-1.79981510525926e+002°)	(6.55825090171862e+001dB,-1.79985906710079e+002°)	(6.52167690846937e+001dB,-1.79988751113139e+002°)	(6.56169515657813e+001dB,-1.79988266235417e+002°)	(6.57312994434133e+001dB,-1.79990569843326e+002°)	(6.59295842875661e+001dB,-1.79994427691169e+002°)
1.27938130415738e+002	(6.63346167911051e+001dB,-1.79981467903267e+002°)	(6.55825090123930e+001dB,-1.79985874221701e+002°)	(6.52167690840848e+001dB,-1.79988725181780e+002°)	(6.56169515688834e+001dB,-1.79988239186291e+002°)	(6.57312994468623e+001dB,-1.79990548104568e+002°)	(6.59295842875479e+001dB,-1.79994414845677e+002°)
1.28233058265588e+002	(6.63346167869603e+001dB,-1.79981425182394e+002°)	(6.55825090132279e+001dB,-1.79985841658413e+002°)	(6.52167690852733e+001dB,-1.79988699190635e+002°)	(6.56169515625537e+001dB,-1.79988212074826e+002°)	(6.57312994445788e+001dB,-1.79990526315705e+002°)	(6.59295842894846e+001dB,-1.79994401970566e+002°)
1.28528665994347e+002	(6.63346167848534e+001dB,-1.79981382363026e+002°)	(6.55825090140566e+001dB,-1.79985809020068e+002°)	(6.52167690810568e+001dB,-1.79988673139586e+002°)	(6.56169515637633e+001dB,-1.79988184900850e+002°)	(6.57312994461118e+001dB,-1.79990504476602e+002°)	(6.59295842894665e+001dB,-1.79994389065776e+002°)
1.28824955169299e+002	(6.63346167786416e+001dB,-1.79981339444945e+002°)	(6.55825090111278e+001dB,-1.79985776306487e+002°)	(6.52167690804393e+001dB,-1.79988647028477e+002°)	(6.56169515630837e+001dB,-1.79988157664232e+002°)	(6.57312994457349e+001dB,-1.79990482587160e+002°)	(6.59295842855406e+001dB,-1.79994376131237e+002°)
1.29121927361339e+002	(6.63346167744676e+001dB,-1.79981296427927e+002°)	(6.55825090063148e+001dB,-1.79985743517485e+002°)	(6.52167690816182e+001dB,-1.79988620857164e+002°)	(6.56169515605160e+001dB,-1.79988130364836e+002°)	(6.57312994434461e+001dB,-1.79990460647262e+002°)	(6.59295842874782e+001dB,-1.79994363166879e+002°)
1.29419584144984e+002	(6.63346167825696e+001dB,-1.79981253311722e+002°)	(6.55825090108866e+001dB,-1.79985710652899e+002°)	(6.52167690773929e+001dB,-1.79988594625536e+002°)	(6.56169515617163e+001dB,-1.79988103002497e+002°)	(6.57312994430660e+001dB,-1.79990438656782e+002°)	(6.59295842894132e+001dB,-1.79994350172632e+002°)
1.29717927098381e+002	(6.63346167722330e+001dB,-1.79981210096166e+002°)	(6.55825090041849e+001dB,-1.79985677712557e+002°)	(6.52167690821683e+001dB,-1.79988568333435e+002°)	(6.56169515591423e+001dB,-1.79988075577085e+002°)	(6.57312994426818e+001dB,-1.79990416615606e+002°)	(6.59295842874413e+001dB,-1.79994337148435e+002°)
1.30016957803314e+002	(6.63346167741724e+001dB,-1.79981166780965e+002°)	(6.55825090068701e+001dB,-1.79985644696272e+002°)	(6.52167690797381e+001dB,-1.79988541980721e+002°)	(6.56169515584508e+001dB,-1.79988048088456e+002°)	(6.57312994346551e+001dB,-1.79990394523629e+002°)	(6.59295842893779e+001dB,-1.79994324094213e+002°)
1.30316677845215e+002	(6.63346167699589e+001dB,-1.79981123365905e+002°)	(6.55825090039146e+001dB,-1.79985611603883e+002°)	(6.52167690773053e+001dB,-1.79988515567266e+002°)	(6.56169515615266e+001dB,-1.79988020536455e+002°)	(6.57312994419109e+001dB,-1.79990372380717e+002°)	(6.59295842874055e+001dB,-1.79994311009906e+002°)
1.30617088813169e+002	(6.63346167718783e+001dB,-1.79981079850765e+002°)	(6.55825089971988e+001dB,-1.79985578435217e+002°)	(6.52167690748692e+001dB,-1.79988489092911e+002°)	(6.56169515589437e+001dB,-1.79987992920935e+002°)	(6.57312994357907e+001dB,-1.79990350186764e+002°)	(6.59295842893415e+001dB,-1.79994297895427e+002°)
1.30918192299926e+002	(6.63346167635494e+001dB,-1.79981036235343e+002°)	(6.55825090017460e+001dB,-1.79985545190072e+002°)	(6.52167690742314e+001dB,-1.79988462557533e+002°)	(6.56169515582413e+001dB,-1.79987965241761e+002°)	(6.57312994354019e+001dB,-1.79990327941658e+002°)	(6.59295842854146e+001dB,-1.79994284750724e+002°)
1.31219989901906e+002	(6.63346167593058e+001dB,-1.79980992519350e+002°)	(6.55825090006538e+001dB,-1.79985511868286e+002°)	(6.52167690717892e+001dB,-1.79988435960986e+002°)	(6.56169515537673e+001dB,-1.79987937498780e+002°)	(6.57312994369197e+001dB,-1.79990305645251e+002°)	(6.59295842853969e+001dB,-1.79994271575713e+002°)
1.31522483219209e+002	(6.63346167591473e+001dB,-1.79980948702575e+002°)	(6.55825089939233e+001dB,-1.79985478469702e+002°)	(6.52167690711452e+001dB,-1.79988409303120e+002°)	(6.56169515568301e+001dB,-1.79987909691845e+002°)	(6.57312994346158e+001dB,-1.79990283297451e+002°)	(6.59295842892874e+001dB,-1.79994258370333e+002°)
1.31825673855626e+002	(6.63346167610262e+001dB,-1.79980904784799e+002°)	(6.55825089946999e+001dB,-1.79985444994120e+002°)	(6.52167690704979e+001dB,-1.79988382583808e+002°)	(6.56169515523484e+001dB,-1.79987881820812e+002°)	(6.57312994380413e+001dB,-1.79990260898141e+002°)	(6.59295842873149e+001dB,-1.79994245134500e+002°)
1.32129563418643e+002	(6.63346167506091e+001dB,-1.79980860765806e+002°)	(6.55825089973486e+001dB,-1.79985411441365e+002°)	(6.52167690734482e+001dB,-1.79988355802888e+002°)	(6.56169515478622e+001dB,-1.79987853885521e+002°)	(6.57312994357336e+001dB,-1.79990238447193e+002°)	(6.59295842833862e+001dB,-1.79994231868172e+002°)
1.32434153519452e+002	(6.63346167524675e+001dB,-1.79980816645314e+002°)	(6.55825089924795e+001dB,-1.79985377811262e+002°)	(6.52167690709946e+001dB,-1.79988328960253e+002°)	(6.56169515509149e+001dB,-1.79987825885838e+002°)	(6.57312994372446e+001dB,-1.79990215944492e+002°)	(6.59295842853224e+001dB,-1.79994218571255e+002°)
1.32739445772959e+002	(6.63346167440774e+001dB,-1.79980772423116e+002°)	(6.55825089951188e+001dB,-1.79985344103647e+002°)	(6.52167690667374e+001dB,-1.79988302055732e+002°)	(6.56169515501944e+001dB,-1.79987797821609e+002°)	(6.57312994349342e+001dB,-1.79990193389917e+002°)	(6.59295842833489e+001dB,-1.79994205243681e+002°)
1.33045441797794e+002	(6.63346167479628e+001dB,-1.79980728098987e+002°)	(6.55825089902404e+001dB,-1.79985310318320e+002°)	(6.52167690678787e+001dB,-1.79988275089192e+002°)	(6.56169515494694e+001dB,-1.79987769692683e+002°)	(6.57312994326214e+001dB,-1.79990170783347e+002°)	(6.59295842852844e+001dB,-1.79994191885391e+002°)
1.33352143216317e+002	(6.63346167436472e+001dB,-1.79980683672659e+002°)	(6.55825089909912e+001dB,-1.79985276455101e+002°)	(6.52167690672168e+001dB,-1.79988248060471e+002°)	(6.56169515506283e+001dB,-1.79987741498905e+002°)	(6.57312994341263e+001dB,-1.79990148124661e+002°)	(6.59295842852654e+001dB,-1.79994178496303e+002°)
1.33659551654629e+002	(6.63346167413688e+001dB,-1.79980639143931e+002°)	(6.55825089861018e+001dB,-1.79985242513832e+002°)	(6.52167690665517e+001dB,-1.79988220969452e+002°)	(6.56169515442416e+001dB,-1.79987713240156e+002°)	(6.57312994318108e+001dB,-1.79990125413748e+002°)	(6.59295842832927e+001dB,-1.79994165076348e+002°)
1.33967668742578e+002	(6.63346167411275e+001dB,-1.79980594512550e+002°)	(6.55825089868416e+001dB,-1.79985208494310e+002°)	(6.52167690658826e+001dB,-1.79988193815981e+002°)	(6.56169515453924e+001dB,-1.79987684916242e+002°)	(6.57312994314015e+001dB,-1.79990102650474e+002°)	(6.59295842852265e+001dB,-1.79994151625463e+002°)
1.34276496113771e+002	(6.63346167367804e+001dB,-1.79980549778284e+002°)	(6.55825089838204e+001dB,-1.79985174396369e+002°)	(6.52167690616107e+001dB,-1.79988166599925e+002°)	(6.56169515465397e+001dB,-1.79987656527045e+002°)	(6.57312994290812e+001dB,-1.79990079834733e+002°)	(6.59295842812984e+001dB,-1.79994138143561e+002°)
1.34586035405580e+002	(6.63346167303750e+001dB,-1.79980504940906e+002°)	(6.55825089845496e+001dB,-1.79985140219822e+002°)	(6.52167690627362e+001dB,-1.79988139321113e+002°)	(6.56169515420284e+001dB,-1.79987628072397e+002°)	(6.57312994286701e+001dB,-1.79990056966384e+002°)	(6.59295842851893e+001dB,-1.79994124630586e+002°)
1.34896288259150e+002	(6.63346167362448e+001dB,-1.79980460000146e+002°)	(6.55825089777628e+001dB,-1.79985105964504e+002°)	(6.52167690602585e+001dB,-1.79988111979431e+002°)	(6.56169515412833e+001dB,-1.79987599552167e+002°)	(6.57312994263455e+001dB,-1.79990034045319e+002°)	(6.59295842812599e+001dB,-1.79994111086467e+002°)
1.35207256319412e+002	(6.63346167318656e+001dB,-1.79980414955807e+002°)	(6.55825089803587e+001dB,-1.79985071630203e+002°)	(6.52167690577775e+001dB,-1.79988084574713e+002°)	(6.56169515424207e+001dB,-1.79987570966193e+002°)	(6.57312994259286e+001dB,-1.79990011071428e+002°)	(6.59295842831959e+001dB,-1.79994097511121e+002°)
1.35518941235088e+002	(6.63346167295234e+001dB,-1.79980369807604e+002°)	(6.55825089791948e+001dB,-1.79985037216754e+002°)	(6.52167690606939e+001dB,-1.79988057106815e+002°)	(6.56169515435546e+001dB,-1.79987542314297e+002°)	(6.57312994293319e+001dB,-1.79989988044573e+002°)	(6.59295842812223e+001dB,-1.79994083904480e+002°)
1.35831344658700e+002	(6.63346167271703e+001dB,-1.79980324555344e+002°)	(6.55825089761467e+001dB,-1.79985002723988e+002°)	(6.52167690564053e+001dB,-1.79988029575613e+002°)	(6.56169515371435e+001dB,-1.79987513596369e+002°)	(6.57312994270021e+001dB,-1.79989964964626e+002°)	(6.59295842812023e+001dB,-1.79994070266469e+002°)
1.36144468246580e+002	(6.63346167207111e+001dB,-1.79980279198782e+002°)	(6.55825089730929e+001dB,-1.79984968151699e+002°)	(6.52167690575166e+001dB,-1.79988001980936e+002°)	(6.56169515382707e+001dB,-1.79987484812234e+002°)	(6.57312994304012e+001dB,-1.79989941831483e+002°)	(6.59295842792281e+001dB,-1.79994056597022e+002°)
1.36458313658877e+002	(6.63346167244792e+001dB,-1.79980233737625e+002°)	(6.55825089719126e+001dB,-1.79984933499707e+002°)	(6.52167690568231e+001dB,-1.79987974322645e+002°)	(6.56169515375087e+001dB,-1.79987455961750e+002°)	(6.57312994261568e+001dB,-1.79989918645019e+002°)	(6.59295842792083e+001dB,-1.79994042896065e+002°)
1.36772882559569e+002	(6.63346167200457e+001dB,-1.79980188171688e+002°)	(6.55825089726044e+001dB,-1.79984898767837e+002°)	(6.52167690561258e+001dB,-1.79987946600598e+002°)	(6.56169515348577e+001dB,-1.79987427044761e+002°)	(6.57312994257324e+001dB,-1.79989895405086e+002°)	(6.59295842811428e+001dB,-1.79994029163523e+002°)
1.37088176616470e+002	(6.63346167156013e+001dB,-1.79980142500730e+002°)	(6.55825089676567e+001dB,-1.79984863955910e+002°)	(6.52167690590270e+001dB,-1.79987918814642e+002°)	(6.56169515340884e+001dB,-1.79987398061111e+002°)	(6.57312994253028e+001dB,-1.79989872111589e+002°)	(6.59295842772140e+001dB,-1.79994015399319e+002°)
1.37404197501236e+002	(6.63346167131934e+001dB,-1.79980096724455e+002°)	(6.55825089683370e+001dB,-1.79984829063716e+002°)	(6.52167690529226e+001dB,-1.79987890964639e+002°)	(6.56169515314312e+001dB,-1.79987369010644e+002°)	(6.57312994229635e+001dB,-1.79989848764408e+002°)	(6.59295842752396e+001dB,-1.79994001603394e+002°)
1.37720946889379e+002	(6.63346167128221e+001dB,-1.79980050842673e+002°)	(6.55825089652565e+001dB,-1.79984794091099e+002°)	(6.52167690540162e+001dB,-1.79987863050425e+002°)	(6.56169515306544e+001dB,-1.79987339893200e+002°)	(6.57312994206214e+001dB,-1.79989825363390e+002°)	(6.59295842791283e+001dB,-1.79993987775661e+002°)
1.38038426460273e+002	(6.63346167083443e+001dB,-1.79980004855129e+002°)	(6.55825089640478e+001dB,-1.79984759037861e+002°)	(6.52167690515050e+001dB,-1.79987835071865e+002°)	(6.56169515317602e+001dB,-1.79987310708637e+002°)	(6.57312994201884e+001dB,-1.79989801908428e+002°)	(6.59295842791083e+001dB,-1.79993973916053e+002°)
1.38356637897162e+002	(6.63346166997599e+001dB,-1.79979958761572e+002°)	(6.55825089628345e+001dB,-1.79984723903819e+002°)	(6.52167690489929e+001dB,-1.79987807028817e+002°)	(6.56169515290911e+001dB,-1.79987281456810e+002°)	(6.57312994235737e+001dB,-1.79989778399400e+002°)	(6.59295842790870e+001dB,-1.79993960024494e+002°)
1.38675582887173e+002	(6.63346167034503e+001dB,-1.79979912561727e+002°)	(6.55825089634935e+001dB,-1.79984688688778e+002°)	(6.52167690500767e+001dB,-1.79987778921108e+002°)	(6.56169515301894e+001dB,-1.79987252137534e+002°)	(6.57312994174051e+001dB,-1.79989754836180e+002°)	(6.59295842790673e+001dB,-1.79993946100908e+002°)
1.38995263121320e+002	(6.63346166948433e+001dB,-1.79979866255422e+002°)	(6.55825089603900e+001dB,-1.79984653392562e+002°)	(6.52167690475573e+001dB,-1.79987750748616e+002°)	(6.56169515275142e+001dB,-1.79987222750678e+002°)	(6.57312994188756e+001dB,-1.79989731218637e+002°)	(6.59295842770919e+001dB,-1.79993932145237e+002°)
1.39315680294514e+002	(6.63346166964633e+001dB,-1.79979819842343e+002°)	(6.55825089554033e+001dB,-1.79984618014983e+002°)	(6.52167690450330e+001dB,-1.79987722511177e+002°)	(6.56169515248348e+001dB,-1.79987193296081e+002°)	(6.57312994165244e+001dB,-1.79989707546648e+002°)	(6.59295842809807e+001dB,-1.79993918157386e+002°)
1.39636836105578e+002	(6.63346166898812e+001dB,-1.79979773322287e+002°)	(6.55825089541674e+001dB,-1.79984582555850e+002°)	(6.52167690497098e+001dB,-1.79987694208643e+002°)	(6.56169515259219e+001dB,-1.79987163773578e+002°)	(6.57312994199013e+001dB,-1.79989683820091e+002°)	(6.59295842790049e+001dB,-1.79993904137291e+002°)
1.39958732257246e+002	(6.63346166873830e+001dB,-1.79979726694993e+002°)	(6.55825089585589e+001dB,-1.79984547014966e+002°)	(6.52167690453786e+001dB,-1.79987665840865e+002°)	(6.56169515251207e+001dB,-1.79987134183027e+002°)	(6.57312994156344e+001dB,-1.79989660038845e+002°)	(6.59295842750745e+001dB,-1.79993890084872e+002°)
1.40281370456180e+002	(6.63346166848732e+001dB,-1.79979679960188e+002°)	(6.55825089573114e+001dB,-1.79984511392156e+002°)	(6.52167690446462e+001dB,-1.79987637407691e+002°)	(6.56169515186588e+001dB,-1.79987104524254e+002°)	(6.57312994170970e+001dB,-1.79989636202776e+002°)	(6.59295842770077e+001dB,-1.79993876000063e+002°)
1.40604752412975e+002	(6.63346166864472e+001dB,-1.79979633117670e+002°)	(6.55825089523016e+001dB,-1.79984475687237e+002°)	(6.52167690457096e+001dB,-1.79987608908974e+002°)	(6.56169515216208e+001dB,-1.79987074797114e+002°)	(6.57312994147375e+001dB,-1.79989612311754e+002°)	(6.59295842730795e+001dB,-1.79993861882793e+002°)
1.40928879842171e+002	(6.63346166757236e+001dB,-1.79979586167173e+002°)	(6.55825089529203e+001dB,-1.79984439899996e+002°)	(6.52167690413696e+001dB,-1.79987580344555e+002°)	(6.56169515226935e+001dB,-1.79987045001444e+002°)	(6.57312994123750e+001dB,-1.79989588365663e+002°)	(6.59295842769649e+001dB,-1.79993847732970e+002°)
1.41253754462259e+002	(6.63346166752265e+001dB,-1.79979539108420e+002°)	(6.55825089497765e+001dB,-1.79984404030266e+002°)	(6.52167690370245e+001dB,-1.79987551714301e+002°)	(6.56169515181063e+001dB,-1.79987015137094e+002°)	(6.57312994138314e+001dB,-1.79989564364361e+002°)	(6.59295842730365e+001dB,-1.79993833550526e+002°)
1.41579377995692e+002	(6.63346166788130e+001dB,-1.79979491941194e+002°)	(6.55825089485056e+001dB,-1.79984368077843e+002°)	(6.52167690398793e+001dB,-1.79987523018041e+002°)	(6.56169515172857e+001dB,-1.79986985203892e+002°)	(6.57312994133740e+001dB,-1.79989540307744e+002°)	(6.59295842769238e+001dB,-1.79993819335390e+002°)
1.41905752168893e+002	(6.63346166782925e+001dB,-1.79979444665218e+002°)	(6.55825089434738e+001dB,-1.79984332042551e+002°)	(6.52167690391301e+001dB,-1.79987494255629e+002°)	(6.56169515145771e+001dB,-1.79986955201686e+002°)	(6.57312994167382e+001dB,-1.79989516195657e+002°)	(6.59295842749481e+001dB,-1.79993805087487e+002°)
1.42232878712266e+002	(6.63346166716171e+001dB,-1.79979397280313e+002°)	(6.55825089440681e+001dB,-1.79984295924178e+002°)	(6.52167690365758e+001dB,-1.79987465426914e+002°)	(6.56169515156346e+001dB,-1.79986925130326e+002°)	(6.57312994105472e+001dB,-1.79989492028002e+002°)	(6.59295842729721e+001dB,-1.79993790806740e+002°)
1.42560759360203e+002	(6.63346166628821e+001dB,-1.79979349786146e+002°)	(6.55825089446572e+001dB,-1.79984259722540e+002°)	(6.52167690376190e+001dB,-1.79987436531733e+002°)	(6.56169515148021e+001dB,-1.79986894989630e+002°)	(6.57312994062642e+001dB,-1.79989467804618e+002°)	(6.59295842768596e+001dB,-1.79993776493074e+002°)
1.42889395851094e+002	(6.63346166705164e+001dB,-1.79979302182464e+002°)	(6.55825089377285e+001dB,-1.79984223437468e+002°)	(6.52167690314568e+001dB,-1.79987407569954e+002°)	(6.56169515120825e+001dB,-1.79986864779468e+002°)	(6.57312994077103e+001dB,-1.79989443525402e+002°)	(6.59295842748847e+001dB,-1.79993762146417e+002°)
1.43218789927338e+002	(6.63346166658528e+001dB,-1.79979254469086e+002°)	(6.55825089401836e+001dB,-1.79984187068735e+002°)	(6.52167690342942e+001dB,-1.79987378541401e+002°)	(6.56169515131285e+001dB,-1.79986834499653e+002°)	(6.57312994091522e+001dB,-1.79989419190210e+002°)	(6.59295842748606e+001dB,-1.79993747766673e+002°)
1.43548943335349e+002	(6.63346166591295e+001dB,-1.79979206645700e+002°)	(6.55825089351214e+001dB,-1.79984150616165e+002°)	(6.52167690335269e+001dB,-1.79987349445944e+002°)	(6.56169515085144e+001dB,-1.79986804150051e+002°)	(6.57312994067743e+001dB,-1.79989394798933e+002°)	(6.59295842728849e+001dB,-1.79993733353786e+002°)
1.43879857825568e+002	(6.63346166544416e+001dB,-1.79979158712085e+002°)	(6.55825089394429e+001dB,-1.79984114079560e+002°)	(6.52167690291547e+001dB,-1.79987320283408e+002°)	(6.56169515095530e+001dB,-1.79986773730472e+002°)	(6.57312994043929e+001dB,-1.79989370351420e+002°)	(6.59295842709088e+001dB,-1.79993718907682e+002°)
1.44211535152470e+002	(6.63346166497416e+001dB,-1.79979110667970e+002°)	(6.55825089324900e+001dB,-1.79984077458738e+002°)	(6.52167690319806e+001dB,-1.79987291053634e+002°)	(6.56169515068166e+001dB,-1.79986743240779e+002°)	(6.57312994058306e+001dB,-1.79989345847549e+002°)	(6.59295842728408e+001dB,-1.79993704428269e+002°)
1.44543977074576e+002	(6.63346166573152e+001dB,-1.79979062513047e+002°)	(6.55825089330437e+001dB,-1.79984040753488e+002°)	(6.52167690276020e+001dB,-1.79987261756498e+002°)	(6.56169515097319e+001dB,-1.79986712680780e+002°)	(6.57312994034435e+001dB,-1.79989321287184e+002°)	(6.59295842708651e+001dB,-1.79993689915465e+002°)
1.44877185354460e+002	(6.63346166444001e+001dB,-1.79979014247189e+002°)	(6.55825089335896e+001dB,-1.79984003963620e+002°)	(6.52167690268203e+001dB,-1.79987232391804e+002°)	(6.56169515069875e+001dB,-1.79986682050355e+002°)	(6.57312994048771e+001dB,-1.79989296670224e+002°)	(6.59295842708417e+001dB,-1.79993675369229e+002°)
1.45211161758758e+002	(6.63346166458061e+001dB,-1.79978965870040e+002°)	(6.55825089266189e+001dB,-1.79983967088971e+002°)	(6.52167690278358e+001dB,-1.79987202959434e+002°)	(6.56169515061249e+001dB,-1.79986651349319e+002°)	(6.57312994005762e+001dB,-1.79989271996492e+002°)	(6.59295842708190e+001dB,-1.79993660789444e+002°)
1.45545908058180e+002	(6.63346166410568e+001dB,-1.79978917381363e+002°)	(6.55825089252751e+001dB,-1.79983930129279e+002°)	(6.52167690252465e+001dB,-1.79987173459208e+002°)	(6.56169515033728e+001dB,-1.79986620577497e+002°)	(6.57312994039169e+001dB,-1.79989247265890e+002°)	(6.59295842727512e+001dB,-1.79993646176051e+002°)
1.45881426027518e+002	(6.63346166383426e+001dB,-1.79978868780920e+002°)	(6.55825089239263e+001dB,-1.79983893084400e+002°)	(6.52167690244536e+001dB,-1.79987143890978e+002°)	(6.56169515025021e+001dB,-1.79986589734748e+002°)	(6.57312994015220e+001dB,-1.79989222478284e+002°)	(6.59295842688192e+001dB,-1.79993631528977e+002°)
1.46217717445655e+002	(6.63346166315206e+001dB,-1.79978820068447e+002°)	(6.55825089244481e+001dB,-1.79983855954133e+002°)	(6.52167690254580e+001dB,-1.79987114254580e+002°)	(6.56169515016272e+001dB,-1.79986558820890e+002°)	(6.57312994010343e+001dB,-1.79989197633537e+002°)	(6.59295842707515e+001dB,-1.79993616848131e+002°)
1.46554784095574e+002	(6.63346166349243e+001dB,-1.79978771243648e+002°)	(6.55825089230865e+001dB,-1.79983818738276e+002°)	(6.52167690210569e+001dB,-1.79987084549886e+002°)	(6.56169514988621e+001dB,-1.79986527835778e+002°)	(6.57312993986356e+001dB,-1.79989172731496e+002°)	(6.59295842687740e+001dB,-1.79993602133451e+002°)
1.46892627764370e+002	(6.63346166321724e+001dB,-1.79978722306312e+002°)	(6.55825089198408e+001dB,-1.79983781436608e+002°)	(6.52167690220544e+001dB,-1.79987054776695e+002°)	(6.56169514998641e+001dB,-1.79986496779231e+002°)	(6.57312993962350e+001dB,-1.79989147772079e+002°)	(6.59295842726600e+001dB,-1.79993587384839e+002°)
1.47231250243255e+002	(6.63346166232649e+001dB,-1.79978673256185e+002°)	(6.55825089165881e+001dB,-1.79983744048961e+002°)	(6.52167690176461e+001dB,-1.79987024934880e+002°)	(6.56169514970925e+001dB,-1.79986465651102e+002°)	(6.57312993957409e+001dB,-1.79989122755102e+002°)	(6.59295842667723e+001dB,-1.79993572602239e+002°)
1.47570653327572e+002	(6.63346166266304e+001dB,-1.79978624092946e+002°)	(6.55825089133292e+001dB,-1.79983706575128e+002°)	(6.52167690186353e+001dB,-1.79986995024257e+002°)	(6.56169514980873e+001dB,-1.79986434451203e+002°)	(6.57312993971554e+001dB,-1.79989097680467e+002°)	(6.59295842687045e+001dB,-1.79993557785561e+002°)
1.47910838816804e+002	(6.63346166238402e+001dB,-1.79978574816391e+002°)	(6.55825089156988e+001dB,-1.79983669014902e+002°)	(6.52167690178204e+001dB,-1.79986965044700e+002°)	(6.56169514934214e+001dB,-1.79986403179389e+002°)	(6.57312993966592e+001dB,-1.79989072548020e+002°)	(6.59295842667269e+001dB,-1.79993542934725e+002°)
1.48251808514578e+002	(6.63346166271801e+001dB,-1.79978525426241e+002°)	(6.55825089124265e+001dB,-1.79983631368105e+002°)	(6.52167690188024e+001dB,-1.79986934996014e+002°)	(6.56169514944074e+001dB,-1.79986371835478e+002°)	(6.57312993923373e+001dB,-1.79989047357646e+002°)	(6.59295842686580e+001dB,-1.79993528049650e+002°)
1.48593564228684e+002	(6.63346166161735e+001dB,-1.79978475922248e+002°)	(6.55825089129040e+001dB,-1.79983593634499e+002°)	(6.52167690161791e+001dB,-1.79986904878078e+002°)	(6.56169514897332e+001dB,-1.79986340419317e+002°)	(6.57312993975668e+001dB,-1.79989022109196e+002°)	(6.59295842705892e+001dB,-1.79993513130270e+002°)
1.48936107771074e+002	(6.63346166092492e+001dB,-1.79978426304154e+002°)	(6.55825089114975e+001dB,-1.79983555813933e+002°)	(6.52167690117525e+001dB,-1.79986874690711e+002°)	(6.56169514888254e+001dB,-1.79986308930732e+002°)	(6.57312993951521e+001dB,-1.79988996802540e+002°)	(6.59295842686109e+001dB,-1.79993498176484e+002°)
1.49279440957882e+002	(6.63346166125501e+001dB,-1.79978376571635e+002°)	(6.55825089063282e+001dB,-1.79983517906178e+002°)	(6.52167690127230e+001dB,-1.79986844433742e+002°)	(6.56169514860282e+001dB,-1.79986277369556e+002°)	(6.57312993927344e+001dB,-1.79988971437556e+002°)	(6.59295842666333e+001dB,-1.79993483188232e+002°)
1.49623565609426e+002	(6.63346166076472e+001dB,-1.79978326724485e+002°)	(6.55825089067865e+001dB,-1.79983479911024e+002°)	(6.52167690082888e+001dB,-1.79986814107030e+002°)	(6.56169514869979e+001dB,-1.79986245735627e+002°)	(6.57312993903145e+001dB,-1.79988946014095e+002°)	(6.59295842646550e+001dB,-1.79993468165431e+002°)
